Commodity,Date,Unit,Minimum,Maximum,Average
Celery,2023-06-19,KG,Rs 120.00,Rs 150.00,Rs 135.00
Chilli Dry,2023-06-19,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Green(Akbare),2023-06-19,KG,Rs 180.00,Rs 200.00,Rs 190.00
Chilli Green(Bullet),2023-06-19,KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Green(Machhe),2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 35.00
Christophine,2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 35.00
Clive Dry,2023-06-19,KG,Rs 120.00,Rs 130.00,Rs 126.67
Coriander Green,2023-06-19,KG,Rs 150.00,Rs 200.00,Rs 176.00
Cow pea(Long),2023-06-19,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cowpea(Short),2023-06-19,KG,Rs 40.00,Rs 50.00,Rs 46.67
Cress Leaf,2023-06-19,KG,Rs 100.00,Rs 110.00,Rs 105.00
Cucumber(Hybrid),2023-06-19,KG,Rs 50.00,Rs 60.00,Rs 55.00
Cucumber(Local),2023-06-19,KG,Rs 110.00,Rs 120.00,Rs 116.00
Drumstick,2023-06-19,KG,Rs 80.00,Rs 90.00,Rs 85.00
Fennel Leaf,2023-06-19,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fenugreek Leaf,2023-06-19,KG,Rs 100.00,Rs 110.00,Rs 105.00
Fish Fresh(Bachuwa),2023-06-19,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),2023-06-19,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),2023-06-19,KG,Rs 320.00,Rs 350.00,Rs 333.33
Fish Fresh(Rahu),2023-06-19,KG,Rs 315.00,Rs 330.00,Rs 321.67
French Bean(Hybrid),2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 36.67
French Bean(Local),2023-06-19,KG,Rs 20.00,Rs 30.00,Rs 25.00
French Bean(Rajma),2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 75.00
Garlic Dry Chinese,2023-06-19,KG,Rs 230.00,Rs 240.00,Rs 235.00
Garlic Dry Nepali,2023-06-19,KG,Rs 160.00,Rs 170.00,Rs 165.00
Garlic Green,2023-06-19,KG,Rs 80.00,Rs 90.00,Rs 86.67
Ginger,2023-06-19,KG,Rs 300.00,Rs 320.00,Rs 312.00
Gundruk,2023-06-19,KG,Rs 250.00,Rs 300.00,Rs 275.00
Jack Fruit,2023-06-19,KG,Rs 60.00,Rs 80.00,Rs 70.00
Kiwi,2023-06-19,KG,Rs 600.00,Rs 700.00,Rs 650.00
Lettuce,2023-06-19,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lime,2023-06-19,KG,Rs 150.00,Rs 180.00,Rs 164.00
Litchi(Local),2023-06-19,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mandarin,2023-06-19,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mango(Maldah),2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 75.00
Mint,2023-06-19,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mushroom(Button),2023-06-19,KG,Rs 300.00,Rs 350.00,Rs 324.00
Mushroom(Kanya),2023-06-19,KG,Rs 140.00,Rs 180.00,Rs 156.00
Mustard Leaf,2023-06-19,KG,Rs 25.00,Rs 30.00,Rs 27.50
Neuro,2023-06-19,KG,Rs 80.00,Rs 90.00,Rs 86.67
Okara,2023-06-19,KG,Rs 60.00,Rs 70.00,Rs 65.00
Onion Green,2023-06-19,KG,Rs 80.00,Rs 90.00,Rs 86.67
Papaya(Indian),2023-06-19,KG,Rs 100.00,Rs 110.00,Rs 106.67
Parseley,2023-06-19,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,2023-06-19,1 Pc,Rs 180.00,Rs 200.00,Rs 193.33
Pointed Gourd(Local),2023-06-19,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),2023-06-19,KG,Rs 40.00,Rs 50.00,Rs 45.00
Pomegranate,2023-06-19,KG,Rs 400.00,Rs 450.00,Rs 425.00
Potato Red,2023-06-19,KG,Rs 42.00,Rs 46.00,Rs 44.00
Potato Red(Mude),2023-06-19,KG,Rs 38.00,Rs 40.00,Rs 39.33
Potato White,2023-06-19,KG,Rs 32.00,Rs 36.00,Rs 34.00
Pumpkin,2023-06-19,KG,Rs 45.00,Rs 50.00,Rs 48.33
Raddish Red,2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 36.67
Raddish White(Hybrid),2023-06-19,KG,Rs 10.00,Rs 15.00,Rs 12.40
Raddish White(Local),2023-06-19,KG,Rs 8.00,Rs 12.00,Rs 9.50
Red Cabbbage,2023-06-19,KG,Rs 60.00,Rs 70.00,Rs 65.00
Smooth Gourd,2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 35.00
Snake Gourd,2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 35.00
Soyabean Green,2023-06-19,KG,Rs 100.00,Rs 120.00,Rs 110.00
Spinach Leaf,2023-06-19,KG,Rs 100.00,Rs 110.00,Rs 103.33
Sponge Gourd,2023-06-19,KG,Rs 40.00,Rs 50.00,Rs 43.33
Squash(Long),2023-06-19,KG,Rs 25.00,Rs 35.00,Rs 30.00
Squash(Round),2023-06-19,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sugarbeet,2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sweet Orange,2023-06-19,KG,Rs 180.00,Rs 200.00,Rs 190.00
Sweet Potato,2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 75.00
Sword Bean,2023-06-19,KG,Rs 90.00,Rs 100.00,Rs 96.00
Tamarind,2023-06-19,KG,Rs 130.00,Rs 140.00,Rs 136.67
Tofu,2023-06-19,KG,Rs 100.00,Rs 110.00,Rs 106.67
Tomato Big(Indian),2023-06-19,KG,Rs 40.00,Rs 50.00,Rs 45.00
Tomato Big(Nepali),2023-06-19,KG,Rs 30.00,Rs 36.00,Rs 33.60
Tomato Small(Tunnel),2023-06-19,KG,Rs 6.00,Rs 10.00,Rs 8.00
Turnip,2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 76.67
Turnip A,2023-06-19,KG,Rs 70.00,Rs 80.00,Rs 76.67
Water Melon(Green),2023-06-19,KG,Rs 40.00,Rs 45.00,Rs 42.50
Apple(Fuji),2023-06-20,KG,Rs 280.00,Rs 300.00,Rs 290.00
Asparagus,2023-06-20,KG,Rs 250.00,Rs 300.00,Rs 283.33
Avocado,2023-06-20,KG,Rs 600.00,Rs 700.00,Rs 650.00
Bamboo Shoot,2023-06-20,KG,Rs 90.00,Rs 100.00,Rs 96.67
Banana,2023-06-20,Per Dozen,Rs 120.00,Rs 130.00,Rs 126.67
Bitter Gourd,2023-06-20,KG,Rs 40.00,Rs 50.00,Rs 46.00
Bottle Gourd,2023-06-20,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brd Leaf Mustard,2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Long,2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,2023-06-20,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brocauli,2023-06-20,KG,Rs 80.00,Rs 90.00,Rs 86.00
Cabbage(Local),2023-06-20,KG,Rs 10.00,Rs 15.00,Rs 12.50
Capsicum,2023-06-20,KG,Rs 60.00,Rs 70.00,Rs 66.00
Carrot(Local),2023-06-20,KG,Rs 100.00,Rs 110.00,Rs 105.00
Cauli Local,2023-06-20,KG,Rs 80.00,Rs 90.00,Rs 85.00
Cauli Local(Jyapu),2023-06-20,KG,Rs 100.00,Rs 120.00,Rs 110.00
Celery,2023-06-20,KG,Rs 120.00,Rs 150.00,Rs 140.00
Chilli Dry,2023-06-20,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,2023-06-20,KG,Rs 50.00,Rs 60.00,Rs 56.00
Chilli Green(Akbare),2023-06-20,KG,Rs 120.00,Rs 150.00,Rs 135.00
Chilli Green(Bullet),2023-06-20,KG,Rs 70.00,Rs 80.00,Rs 75.00
Chilli Green(Machhe),2023-06-20,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,2023-06-20,KG,Rs 40.00,Rs 45.00,Rs 42.50
Clive Dry,2023-06-20,KG,Rs 130.00,Rs 140.00,Rs 136.67
Coriander Green,2023-06-20,KG,Rs 150.00,Rs 200.00,Rs 177.50
Cow pea(Long),2023-06-20,KG,Rs 40.00,Rs 50.00,Rs 46.00
Cowpea(Short),2023-06-20,KG,Rs 40.00,Rs 50.00,Rs 46.67
Cucumber(Hybrid),2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 35.00
Cucumber(Local),2023-06-20,KG,Rs 110.00,Rs 130.00,Rs 120.00
Fish Fresh(Bachuwa),2023-06-20,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),2023-06-20,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),2023-06-20,KG,Rs 320.00,Rs 340.00,Rs 330.00
Fish Fresh(Rahu),2023-06-20,KG,Rs 315.00,Rs 330.00,Rs 322.00
French Bean(Hybrid),2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Local),2023-06-20,KG,Rs 20.00,Rs 30.00,Rs 25.00
French Bean(Rajma),2023-06-20,KG,Rs 70.00,Rs 80.00,Rs 76.67
Garlic Dry Chinese,2023-06-20,KG,Rs 210.00,Rs 230.00,Rs 220.00
Garlic Dry Nepali,2023-06-20,KG,Rs 160.00,Rs 180.00,Rs 170.00
Garlic Green,2023-06-20,KG,Rs 100.00,Rs 120.00,Rs 113.33
Ginger,2023-06-20,KG,Rs 300.00,Rs 320.00,Rs 312.00
Gundruk,2023-06-20,KG,Rs 250.00,Rs 300.00,Rs 275.00
Jack Fruit,2023-06-20,KG,Rs 30.00,Rs 50.00,Rs 40.00
Kiwi,2023-06-20,KG,Rs 600.00,Rs 700.00,Rs 650.00
Lettuce,2023-06-20,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lime,2023-06-20,KG,Rs 150.00,Rs 180.00,Rs 162.50
Litchi(Local),2023-06-20,KG,Rs 100.00,Rs 120.00,Rs 113.33
Mandarin,2023-06-20,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mango(Dushari),2023-06-20,KG,Rs 80.00,Rs 90.00,Rs 86.67
Mango(Maldah),2023-06-20,KG,Rs 70.00,Rs 80.00,Rs 76.00
Mint,2023-06-20,KG,Rs 120.00,Rs 150.00,Rs 140.00
Mushroom(Button),2023-06-20,KG,Rs 300.00,Rs 350.00,Rs 324.00
Mushroom(Kanya),2023-06-20,KG,Rs 150.00,Rs 180.00,Rs 160.00
Mustard Leaf,2023-06-20,KG,Rs 20.00,Rs 30.00,Rs 25.00
Neuro,2023-06-20,KG,Rs 80.00,Rs 90.00,Rs 86.67
Okara,2023-06-20,KG,Rs 60.00,Rs 70.00,Rs 65.00
Onion Dry (Indian),2023-06-20,KG,Rs 50.00,Rs 52.00,Rs 51.20
Onion Green,2023-06-20,KG,Rs 90.00,Rs 100.00,Rs 96.67
Papaya(Indian),2023-06-20,KG,Rs 100.00,Rs 110.00,Rs 106.67
Parseley,2023-06-20,KG,Rs 220.00,Rs 240.00,Rs 233.33
Pineapple,2023-06-20,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Pointed Gourd(Local),2023-06-20,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),2023-06-20,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pomegranate,2023-06-20,KG,Rs 400.00,Rs 450.00,Rs 425.00
Potato Red,2023-06-20,KG,Rs 43.00,Rs 45.00,Rs 44.00
Potato Red(Indian),2023-06-20,KG,Rs 34.00,Rs 36.00,Rs 35.00
Potato Red(Mude),2023-06-20,KG,Rs 38.00,Rs 40.00,Rs 38.67
Potato White,2023-06-20,KG,Rs 33.00,Rs 35.00,Rs 34.33
Pumpkin,2023-06-20,KG,Rs 45.00,Rs 55.00,Rs 50.00
Raddish Red,2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),2023-06-20,KG,Rs 15.00,Rs 20.00,Rs 17.50
Raddish White(Local),2023-06-20,KG,Rs 10.00,Rs 15.00,Rs 12.50
Red Cabbbage,2023-06-20,KG,Rs 60.00,Rs 70.00,Rs 66.67
Smooth Gourd,2023-06-20,KG,Rs 40.00,Rs 50.00,Rs 45.00
Snake Gourd,2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 36.67
Soyabean Green,2023-06-20,KG,Rs 90.00,Rs 100.00,Rs 95.00
Spinach Leaf,2023-06-20,KG,Rs 110.00,Rs 120.00,Rs 115.00
Sponge Gourd,2023-06-20,KG,Rs 40.00,Rs 50.00,Rs 46.67
Squash(Long),2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),2023-06-20,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sugarbeet,2023-06-20,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sweet Orange,2023-06-20,KG,Rs 180.00,Rs 200.00,Rs 193.33
Sweet Potato,2023-06-20,KG,Rs 80.00,Rs 90.00,Rs 85.00
Sword Bean,2023-06-20,KG,Rs 90.00,Rs 100.00,Rs 95.00
Tamarind,2023-06-20,KG,Rs 130.00,Rs 140.00,Rs 136.67
Tofu,2023-06-20,KG,Rs 100.00,Rs 110.00,Rs 106.67
Tomato Big(Indian),2023-06-20,KG,Rs 35.00,Rs 45.00,Rs 40.00
Tomato Big(Nepali),2023-06-20,KG,Rs 35.00,Rs 45.00,Rs 40.00
Tomato Small(Tunnel),2023-06-20,KG,Rs 9.00,Rs 14.00,Rs 11.80
Turnip,2023-06-20,KG,Rs 70.00,Rs 80.00,Rs 76.67
Turnip A,2023-06-20,KG,Rs 70.00,Rs 80.00,Rs 76.67
Water Melon(Green),2023-06-20,KG,Rs 40.00,Rs 45.00,Rs 42.50
Apple(Fuji),2023-06-21,KG,Rs 280.00,Rs 300.00,Rs 293.33
Asparagus,2023-06-21,KG,Rs 250.00,Rs 300.00,Rs 283.33
Avocado,2023-06-21,KG,Rs 600.00,Rs 700.00,Rs 650.00
Bamboo Shoot,2023-06-21,KG,Rs 90.00,Rs 100.00,Rs 96.67
Banana,2023-06-21,Per Dozen,Rs 120.00,Rs 130.00,Rs 126.67
Bitter Gourd,2023-06-21,KG,Rs 40.00,Rs 50.00,Rs 45.00
Bottle Gourd,2023-06-21,KG,Rs 50.00,Rs 60.00,Rs 55.00
Brd Leaf Mustard,2023-06-21,KG,Rs 40.00,Rs 50.00,Rs 45.00
Brinjal Long,2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,2023-06-21,KG,Rs 50.00,Rs 60.00,Rs 56.67
Brocauli,2023-06-21,KG,Rs 80.00,Rs 90.00,Rs 85.00
Cabbage(Local),2023-06-21,KG,Rs 10.00,Rs 15.00,Rs 12.40
Capsicum,2023-06-21,KG,Rs 60.00,Rs 70.00,Rs 66.00
Carrot(Local),2023-06-21,KG,Rs 100.00,Rs 110.00,Rs 105.00
Cauli Local,2023-06-21,KG,Rs 80.00,Rs 100.00,Rs 90.00
Cauli Local(Jyapu),2023-06-21,KG,Rs 100.00,Rs 120.00,Rs 110.00
Celery,2023-06-21,KG,Rs 120.00,Rs 150.00,Rs 135.00
Chilli Dry,2023-06-21,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,2023-06-21,KG,Rs 60.00,Rs 70.00,Rs 66.00
Chilli Green(Akbare),2023-06-21,KG,Rs 200.00,Rs 250.00,Rs 225.00
Chilli Green(Bullet),2023-06-21,KG,Rs 60.00,Rs 70.00,Rs 66.67
Chilli Green(Machhe),2023-06-21,KG,Rs 40.00,Rs 50.00,Rs 46.67
Christophine,2023-06-21,KG,Rs 50.00,Rs 60.00,Rs 56.67
Clive Dry,2023-06-21,KG,Rs 130.00,Rs 140.00,Rs 135.00
Coriander Green,2023-06-21,KG,Rs 150.00,Rs 200.00,Rs 176.00
Cow pea(Long),2023-06-21,KG,Rs 50.00,Rs 60.00,Rs 56.00
Cowpea(Short),2023-06-21,KG,Rs 40.00,Rs 50.00,Rs 46.67
Cress Leaf,2023-06-21,KG,Rs 100.00,Rs 120.00,Rs 110.00
Cucumber(Hybrid),2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 36.00
Cucumber(Local),2023-06-21,KG,Rs 120.00,Rs 130.00,Rs 125.00
Fennel Leaf,2023-06-21,KG,Rs 100.00,Rs 120.00,Rs 110.00
Fenugreek Leaf,2023-06-21,KG,Rs 100.00,Rs 120.00,Rs 110.00
Fish Fresh(Bachuwa),2023-06-21,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),2023-06-21,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),2023-06-21,KG,Rs 320.00,Rs 340.00,Rs 330.00
Fish Fresh(Rahu),2023-06-21,KG,Rs 315.00,Rs 330.00,Rs 323.75
French Bean(Hybrid),2023-06-21,KG,Rs 40.00,Rs 50.00,Rs 46.00
French Bean(Local),2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 35.00
French Bean(Rajma),2023-06-21,KG,Rs 60.00,Rs 70.00,Rs 66.67
Garlic Dry Chinese,2023-06-21,KG,Rs 220.00,Rs 230.00,Rs 226.00
Garlic Dry Nepali,2023-06-21,KG,Rs 150.00,Rs 170.00,Rs 160.00
Garlic Green,2023-06-21,KG,Rs 90.00,Rs 100.00,Rs 96.67
Ginger,2023-06-21,KG,Rs 300.00,Rs 320.00,Rs 312.00
Gundruk,2023-06-21,KG,Rs 250.00,Rs 300.00,Rs 275.00
Jack Fruit,2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 36.67
Kiwi,2023-06-21,KG,Rs 600.00,Rs 700.00,Rs 650.00
Lettuce,2023-06-21,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lime,2023-06-21,KG,Rs 150.00,Rs 180.00,Rs 163.33
Litchi(Local),2023-06-21,KG,Rs 100.00,Rs 120.00,Rs 113.33
Mandarin,2023-06-21,KG,Rs 200.00,Rs 210.00,Rs 205.00
Mango(Dushari),2023-06-21,KG,Rs 70.00,Rs 80.00,Rs 76.67
Mango(Maldah),2023-06-21,KG,Rs 70.00,Rs 80.00,Rs 75.00
Mint,2023-06-21,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mushroom(Button),2023-06-21,KG,Rs 300.00,Rs 350.00,Rs 324.00
Mushroom(Kanya),2023-06-21,KG,Rs 160.00,Rs 200.00,Rs 180.00
Mustard Leaf,2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 35.00
Neuro,2023-06-21,KG,Rs 70.00,Rs 80.00,Rs 76.67
Okara,2023-06-21,KG,Rs 70.00,Rs 90.00,Rs 78.00
Onion Dry (Indian),2023-06-21,KG,Rs 50.00,Rs 52.00,Rs 50.80
Onion Green,2023-06-21,KG,Rs 90.00,Rs 100.00,Rs 95.00
Papaya(Indian),2023-06-21,KG,Rs 100.00,Rs 110.00,Rs 106.67
Parseley,2023-06-21,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,2023-06-21,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Pointed Gourd(Local),2023-06-21,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),2023-06-21,KG,Rs 40.00,Rs 50.00,Rs 46.67
Pomegranate,2023-06-21,KG,Rs 400.00,Rs 450.00,Rs 425.00
Potato Red,2023-06-21,KG,Rs 43.00,Rs 45.00,Rs 44.00
Potato Red(Indian),2023-06-21,KG,Rs 34.00,Rs 36.00,Rs 35.00
Potato Red(Mude),2023-06-21,KG,Rs 38.00,Rs 40.00,Rs 39.00
Potato White,2023-06-21,KG,Rs 35.00,Rs 36.00,Rs 35.50
Pumpkin,2023-06-21,KG,Rs 45.00,Rs 50.00,Rs 48.33
Raddish Red,2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 35.00
Raddish White(Hybrid),2023-06-21,KG,Rs 12.00,Rs 16.00,Rs 14.25
Raddish White(Local),2023-06-21,KG,Rs 10.00,Rs 15.00,Rs 12.50
Red Cabbbage,2023-06-21,KG,Rs 50.00,Rs 60.00,Rs 56.67
Smooth Gourd,2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 35.00
Snake Gourd,2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 36.67
Soyabean Green,2023-06-21,KG,Rs 80.00,Rs 100.00,Rs 92.00
Spinach Leaf,2023-06-21,KG,Rs 100.00,Rs 120.00,Rs 110.00
Sponge Gourd,2023-06-21,KG,Rs 40.00,Rs 50.00,Rs 46.67
Squash(Long),2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 35.00
Squash(Round),2023-06-21,KG,Rs 30.00,Rs 40.00,Rs 35.00
Sugarbeet,2023-06-21,KG,Rs 70.00,Rs 80.00,Rs 76.67
Sweet Orange,2023-06-21,KG,Rs 180.00,Rs 200.00,Rs 193.33
Sweet Potato,2023-06-21,KG,Rs 80.00,Rs 90.00,Rs 85.00
Sword Bean,2023-06-21,KG,Rs 90.00,Rs 100.00,Rs 96.67
Tamarind,2023-06-21,KG,Rs 130.00,Rs 140.00,Rs 136.67
Tofu,2023-06-21,KG,Rs 110.00,Rs 120.00,Rs 116.67
Tomato Big(Indian),2023-06-21,KG,Rs 35.00,Rs 45.00,Rs 40.00
Tomato Big(Nepali),2023-06-21,KG,Rs 35.00,Rs 45.00,Rs 39.00
Tomato Small(Tunnel),2023-06-21,KG,Rs 8.00,Rs 14.00,Rs 10.40
Turnip,2023-06-21,KG,Rs 70.00,Rs 80.00,Rs 76.67
Turnip A,2023-06-21,KG,Rs 70.00,Rs 80.00,Rs 75.00
Water Melon(Green),2023-06-21,KG,Rs 40.00,Rs 45.00,Rs 43.33
Apple(Fuji),2023-06-22,KG,Rs 300.00,Rs 350.00,Rs 325.00
Asparagus,2023-06-22,KG,Rs 250.00,Rs 300.00,Rs 275.00
Avocado,2023-06-22,KG,Rs 600.00,Rs 700.00,Rs 650.00
Bamboo Shoot,2023-06-22,KG,Rs 90.00,Rs 100.00,Rs 96.67
Banana,2023-06-22,Per Dozen,Rs 120.00,Rs 130.00,Rs 125.00
Bitter Gourd,2023-06-22,KG,Rs 50.00,Rs 60.00,Rs 55.00
Bottle Gourd,2023-06-22,KG,Rs 60.00,Rs 70.00,Rs 65.00
Brd Leaf Mustard,2023-06-22,KG,Rs 40.00,Rs 50.00,Rs 46.67
Brinjal Long,2023-06-22,KG,Rs 30.00,Rs 40.00,Rs 35.00
Brinjal Round,2023-06-22,KG,Rs 40.00,Rs 50.00,Rs 46.67
Brocauli,2023-06-22,KG,Rs 90.00,Rs 100.00,Rs 95.00
Cabbage(Local),2023-06-22,KG,Rs 10.00,Rs 15.00,Rs 12.40
Capsicum,2023-06-22,KG,Rs 60.00,Rs 70.00,Rs 66.00
Carrot(Local),2023-06-22,KG,Rs 110.00,Rs 120.00,Rs 115.00
Cauli Local,2023-06-22,KG,Rs 80.00,Rs 90.00,Rs 85.00
Cauli Local(Jyapu),2023-06-22,KG,Rs 100.00,Rs 110.00,Rs 105.00
Celery,2023-06-22,KG,Rs 120.00,Rs 150.00,Rs 135.00
Chilli Dry,2023-06-22,KG,Rs 450.00,Rs 480.00,Rs 465.00
Chilli Green,2023-06-22,KG,Rs 50.00,Rs 60.00,Rs 56.00
Chilli Green(Akbare),2023-06-22,KG,Rs 200.00,Rs 250.00,Rs 225.00
Chilli Green(Bullet),2023-06-22,KG,Rs 60.00,Rs 70.00,Rs 65.00
Chilli Green(Machhe),2023-06-22,KG,Rs 30.00,Rs 40.00,Rs 36.67
Christophine,2023-06-22,KG,Rs 50.00,Rs 60.00,Rs 56.67
Clive Dry,2023-06-22,KG,Rs 130.00,Rs 140.00,Rs 135.00
Coriander Green,2023-06-22,KG,Rs 150.00,Rs 200.00,Rs 175.00
Cow pea(Long),2023-06-22,KG,Rs 70.00,Rs 80.00,Rs 75.00
Cowpea(Short),2023-06-22,KG,Rs 40.00,Rs 50.00,Rs 45.00
Cucumber(Hybrid),2023-06-22,KG,Rs 30.00,Rs 40.00,Rs 36.67
Cucumber(Local),2023-06-22,KG,Rs 80.00,Rs 100.00,Rs 90.00
Fish Fresh(Bachuwa),2023-06-22,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Chhadi),2023-06-22,KG,Rs 240.00,Rs 260.00,Rs 250.00
Fish Fresh(Mungari),2023-06-22,KG,Rs 320.00,Rs 340.00,Rs 330.00
Fish Fresh(Rahu),2023-06-22,KG,Rs 315.00,Rs 330.00,Rs 321.67
French Bean(Hybrid),2023-06-22,KG,Rs 60.00,Rs 70.00,Rs 66.00
French Bean(Local),2023-06-22,KG,Rs 40.00,Rs 50.00,Rs 45.00
French Bean(Rajma),2023-06-22,KG,Rs 70.00,Rs 80.00,Rs 76.67
Garlic Dry Chinese,2023-06-22,KG,Rs 220.00,Rs 230.00,Rs 226.00
Garlic Dry Nepali,2023-06-22,KG,Rs 160.00,Rs 180.00,Rs 170.00
Garlic Green,2023-06-22,KG,Rs 90.00,Rs 100.00,Rs 96.67
Ginger,2023-06-22,KG,Rs 300.00,Rs 320.00,Rs 312.00
Gundruk,2023-06-22,KG,Rs 250.00,Rs 300.00,Rs 275.00
Jack Fruit,2023-06-22,KG,Rs 30.00,Rs 40.00,Rs 35.00
Kiwi,2023-06-22,KG,Rs 700.00,Rs 800.00,Rs 750.00
Lettuce,2023-06-22,KG,Rs 50.00,Rs 60.00,Rs 56.67
Lime,2023-06-22,KG,Rs 150.00,Rs 180.00,Rs 163.33
Litchi(Indian),2023-06-22,KG,Rs 220.00,Rs 250.00,Rs 235.00
Litchi(Local),2023-06-22,KG,Rs 100.00,Rs 150.00,Rs 125.00
Mandarin,2023-06-22,KG,Rs 200.00,Rs 220.00,Rs 210.00
Mango(Dushari),2023-06-22,KG,Rs 70.00,Rs 80.00,Rs 75.00
Mango(Maldah),2023-06-22,KG,Rs 70.00,Rs 80.00,Rs 76.00
Mint,2023-06-22,KG,Rs 120.00,Rs 150.00,Rs 135.00
Mushroom(Button),2023-06-22,KG,Rs 340.00,Rs 380.00,Rs 356.00
Mushroom(Kanya),2023-06-22,KG,Rs 200.00,Rs 250.00,Rs 224.00
Mustard Leaf,2023-06-22,KG,Rs 30.00,Rs 40.00,Rs 35.00
Neuro,2023-06-22,KG,Rs 70.00,Rs 80.00,Rs 75.00
Okara,2023-06-22,KG,Rs 70.00,Rs 90.00,Rs 78.00
Onion Dry (Indian),2023-06-22,KG,Rs 45.00,Rs 50.00,Rs 48.20
Onion Green,2023-06-22,KG,Rs 90.00,Rs 100.00,Rs 96.67
Papaya(Indian),2023-06-22,KG,Rs 110.00,Rs 120.00,Rs 115.00
Parseley,2023-06-22,KG,Rs 220.00,Rs 250.00,Rs 235.00
Pineapple,2023-06-22,1 Pc,Rs 180.00,Rs 200.00,Rs 190.00
Pointed Gourd(Local),2023-06-22,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pointed Gourd(Terai),2023-06-22,KG,Rs 50.00,Rs 60.00,Rs 55.00
Pomegranate,2023-06-22,KG,Rs 400.00,Rs 450.00,Rs 425.00
Potato Red,2023-06-22,KG,Rs 42.00,Rs 45.00,Rs 43.60
Potato Red(Indian),2023-06-22,KG,Rs 35.00,Rs 36.00,Rs 35.50
Potato Red(Mude),2023-06-22,KG,Rs 36.00,Rs 38.00,Rs 37.33
